Type of Payment code,Vehicle Code
7419 Fri Aug 13,11:54:18 2021 881816
7420 Wed Aug 18,05:56:26 2021 379233
7421 Sun Aug  8,10:00:50 2021 299234
7422 Tue Aug 17,11:46:00 2021 984192
7423 Wed Aug 18,07:11:42 2021 964657
7424 Tue Aug  3,06:15:42 2021 402911
7425 Wed Aug 11,03:29:05 2021 478366
7426 Tue Aug  3,01:55:10 2021 834660
7427 Sat Aug  7,01:16:02 2021 184871
7428 Tue Aug 10,23:56:21 2021 890573
7429 Sat Aug 14,17:47:32 2021 464821
7430 Mon Aug  9,00:07:40 2021 345521
7431 Fri Aug  6,18:23:24 2021 678096
7432 Tue Aug 10,17:02:02 2021 431134
7433 Mon Aug 16,11:17:18 2021 663324
7434 Thu Aug 19,22:26:44 2021 674703
7435 Mon Aug  9,02:13:28 2021 149476
7436 Tue Aug 10,17:17:49 2021 639084
7437 Sun Aug  1,05:14:28 2021 330565
7438 Sat Aug 21,20:01:17 2021 361353
7439 Wed Aug 11,00:51:16 2021 952922
7440 Tue Aug 10,20:01:01 2021 723446
7441 Sun Aug 15,04:28:09 2021 992963
7442 Fri Aug 13,23:46:44 2021 900160
7443 Fri Aug 20,13:00:13 2021 647765
7444 Fri Aug 20,13:28:25 2021 966775
7445 Thu Aug 19,19:47:29 2021 103280
7446 Fri Aug 20,20:13:09 2021 939121
7447 Sat Aug  7,20:41:28 2021 322775
7448 Wed Aug 11,18:52:04 2021 966997
7449 Wed Aug 18,12:44:15 2021 606870
7450 Mon Aug 16,23:19:51 2021 723428
7451 Mon Aug  2,09:43:12 2021 901442
7452 Mon Aug  2,19:45:45 2021 970301
7453 Mon Aug  9,03:55:50 2021 834828
7454 Sun Aug  8,18:08:29 2021 698231
7455 Sun Aug  1,19:23:36 2021 264641
7456 Mon Aug 16,02:02:08 2021 878061
7457 Sun Aug  1,08:40:06 2021 858737
7458 Tue Aug 10,16:43:45 2021 724644
7459 Sat Aug 14,15:57:10 2021 845128
7460 Wed Aug  4,23:44:24 2021 903609
7461 Sat Aug 14,00:48:10 2021 909333
7462 Fri Jul 30,08:37:56 2021 862362
7463 Sun Aug 22,17:49:22 2021 970266
7464 Fri Aug  6,09:56:49 2021 410145
7465 Tue Aug 10,01:49:29 2021 564545
7466 Sat Aug 21,10:30:33 2021 161219
7467 Sat Aug 14,12:24:05 2021 590128
7468 Thu Aug  5,13:52:50 2021 679605
7469 Sat Jul 31,09:32:41 2021 199295
7470 Mon Aug  9,18:29:36 2021 720938
7471 Fri Aug 13,19:03:52 2021 529623
7472 Fri Jul 30,11:24:26 2021 733584
7473 Sun Aug 22,16:22:08 2021 679268
7474 Thu Aug 12,06:23:36 2021 910437
7475 Tue Aug  3,13:07:59 2021 561804
7476 Sat Aug 14,20:46:37 2021 415276
7477 Sat Aug 14,07:54:38 2021 405347
7478 Thu Jul 29,19:43:49 2021 538981
7479 Wed Aug 11,13:29:39 2021 434951
7480 Wed Aug 11,09:04:13 2021 480083
7481 Mon Aug 16,05:51:42 2021 588180
7482 Mon Aug  2,22:45:20 2021 986086
7483 Fri Jul 30,22:08:42 2021 169265
7484 Sun Aug  8,10:37:34 2021 562141
7485 Wed Aug  4,13:55:14 2021 487005
7486 Tue Aug 10,01:33:47 2021 949882
7487 Sat Jul 31,12:47:26 2021 676007
7488 Tue Aug 10,19:57:49 2021 514198
7489 Thu Aug 12,00:53:50 2021 794760
7490 Wed Aug 11,07:32:11 2021 141344
7491 Thu Aug  5,16:43:57 2021 571602
7492 Wed Aug 11,08:47:39 2021 584159
7493 Fri Aug 20,18:11:07 2021 902449
7494 Fri Aug 13,13:00:07 2021 613331
7495 Sun Aug 15,15:37:07 2021 651591
7496 Wed Aug  4,05:13:07 2021 634715
7497 Mon Aug  9,07:45:41 2021 496956
7498 Fri Aug 20,01:59:03 2021 58199
7499 Sat Aug 14,18:26:09 2021 634646
7500 Sat Aug  7,05:54:10 2021 232439
7501 Mon Aug  2,09:50:29 2021 816490
7502 Sat Aug 21,09:54:25 2021 377265
7503 Sat Aug 14,19:48:49 2021 588824
7504 Mon Aug 16,20:44:54 2021 340625
7505 Fri Jul 30,06:12:01 2021 708205
7506 Wed Aug 11,23:33:47 2021 387964
7507 Sun Aug 15,04:42:06 2021 842994
7508 Mon Aug  9,16:34:33 2021 296757
7509 Sat Aug  7,16:14:31 2021 987064
7510 Sun Aug  8,04:34:00 2021 926551
7511 Sat Aug  7,01:11:01 2021 159696
7512 Sun Aug 15,17:27:22 2021 93487
7513 Fri Aug  6,08:57:20 2021 979264
7514 Wed Aug 11,00:14:07 2021 220116
7515 Fri Aug 20,23:38:54 2021 568730
7516 Sun Aug 15,22:16:08 2021 918302
7517 Sat Aug 14,22:20:41 2021 783319
7518 Thu Aug 12,03:16:26 2021 880706
7519 Fri Jul 30,21:40:54 2021 637144
7520 Fri Aug 20,19:57:29 2021 312891
7521 Fri Aug 20,13:07:36 2021 366863
7522 Tue Aug  3,16:27:56 2021 208234
7523 Tue Aug  3,09:58:40 2021 917338
7524 Mon Aug  9,02:00:47 2021 564008
7525 Sun Aug  1,04:30:40 2021 276443
7526 Sat Jul 31,09:10:59 2021 645273
7527 Mon Aug 16,23:18:51 2021 575707
7528 Wed Aug  4,07:59:43 2021 117890
7529 Sat Aug 21,09:43:19 2021 899324
7530 Tue Aug 17,16:13:54 2021 957460
7531 Sat Aug  7,01:44:03 2021 208110
7532 Fri Aug  6,14:55:45 2021 474066
7533 Sat Aug 21,09:03:36 2021 361878
7534 Sat Aug  7,12:40:24 2021 618549
7535 Tue Aug  3,23:11:13 2021 433810
7536 Tue Aug  3,11:04:59 2021 842479
7537 Thu Aug  5,03:51:14 2021 165359
7538 Sat Aug 21,00:24:30 2021 905862
7539 Wed Aug 18,14:04:45 2021 995860
7540 Wed Aug 18,11:00:13 2021 347919
7541 Sat Aug 14,23:39:05 2021 277897
7542 Fri Aug 13,04:50:34 2021 204730
7543 Wed Aug  4,00:29:30 2021 481509
7544 Sat Aug 14,02:36:15 2021 419421
7545 Sun Aug  1,20:48:55 2021 544944
7546 Mon Aug  9,14:31:42 2021 143356
7547 Thu Aug  5,23:03:44 2021 472457
7548 Sat Aug 21,02:59:56 2021 113529
7549 Mon Aug  2,19:14:54 2021 411832
7550 Mon Aug  2,23:56:41 2021 175909
7551 Tue Aug 10,20:55:24 2021 439480
7552 Sun Aug  1,05:21:00 2021 333546
7553 Thu Aug 19,12:10:37 2021 846685
7554 Sun Aug  1,12:25:34 2021 270904
7555 Sat Aug 21,04:00:10 2021 637405
7556 Tue Aug 17,00:45:49 2021 341747
7557 Tue Aug  3,03:09:04 2021 347040
7558 Mon Aug 16,08:22:22 2021 294009
7559 Sun Aug 15,01:39:04 2021 896945
7560 Sun Aug  8,18:19:46 2021 481617
7561 Fri Jul 30,12:52:19 2021 211351
7562 Wed Aug  4,13:12:12 2021 993270
7563 Fri Aug 13,06:10:03 2021 331767
7564 Wed Aug  4,15:02:34 2021 74724
7565 Tue Aug  3,18:51:05 2021 768872
7566 Sat Aug 14,16:43:04 2021 377393
7567 Thu Aug 12,04:59:45 2021 962288
7568 Thu Aug  5,02:35:11 2021 944164
7569 Sat Jul 31,18:42:48 2021 497696
7570 Tue Aug  3,21:35:42 2021 241464
7571 Sun Aug  8,09:19:33 2021 930209
7572 Sat Jul 31,06:52:52 2021 364161
7573 Tue Aug 10,09:43:31 2021 620104
7574 Sat Jul 31,20:47:48 2021 133529
7575 Fri Jul 30,05:01:39 2021 445187
7576 Sun Aug 15,23:41:33 2021 900942
7577 Thu Aug 12,21:40:26 2021 328708
7578 Wed Aug  4,05:46:38 2021 294499
7579 Sat Aug 14,09:48:58 2021 413297
7580 Mon Aug 16,20:26:01 2021 534792
7581 Wed Aug  4,15:36:12 2021 579827
7582 Fri Aug  6,18:13:12 2021 663087
7583 Tue Aug 17,14:44:54 2021 315924
7584 Wed Aug 18,04:16:55 2021 208970
7585 Sat Aug 21,02:23:42 2021 295975
7586 Mon Aug 16,04:27:49 2021 223636
7587 Fri Jul 30,22:54:47 2021 585780
7588 Fri Aug 13,21:56:06 2021 997129
7589 Thu Aug 19,12:06:03 2021 288889
7590 Thu Aug  5,16:50:09 2021 397011
7591 Sun Aug 15,18:28:50 2021 592432
7592 Sat Aug  7,00:20:57 2021 228696
7593 Thu Aug 19,22:25:18 2021 256068
7594 Fri Jul 30,22:42:04 2021 848948
7595 Thu Aug  5,11:28:59 2021 569358
7596 Wed Aug 11,07:57:44 2021 255839
7597 Thu Jul 29,19:34:47 2021 571377
7598 Mon Aug  9,21:47:12 2021 807949
7599 Fri Aug  6,04:30:35 2021 515640
7600 Sat Aug  7,16:49:49 2021 842600
7601 Wed Aug 11,23:12:55 2021 811592
7602 Fri Aug 13,06:27:47 2021 438877
7603 Wed Aug 11,23:19:50 2021 482524
7604 Mon Aug  9,06:11:23 2021 427440
7605 Sun Aug 22,10:50:58 2021 303420
7606 Sat Aug 21,07:08:46 2021 599327
7607 Wed Aug 11,00:02:48 2021 680282
7608 Mon Aug 16,22:01:43 2021 324069
7609 Tue Aug  3,22:33:25 2021 158987
7610 Sun Aug 15,02:38:40 2021 327305
7611 Mon Aug  9,19:59:35 2021 957324
7612 Fri Aug 20,11:40:54 2021 460877
7613 Sat Aug 14,17:51:09 2021 968961
7614 Sun Aug  1,09:38:28 2021 165789
7615 Sat Aug 21,20:17:22 2021 514811
7616 Tue Aug 17,05:53:39 2021 471977
7617 Sun Aug 15,21:24:58 2021 222550
7618 Mon Aug 16,04:37:51 2021 139829
7619 Sat Aug 14,22:21:17 2021 441479
7620 Sun Aug  1,06:07:11 2021 397019
7621 Fri Aug  6,09:19:53 2021 651627
7622 Fri Jul 30,14:16:26 2021 150633
7623 Thu Jul 29,22:40:02 2021 391980
7624 Mon Aug  2,23:58:13 2021 272280
7625 Wed Aug 18,12:02:16 2021 777498
7626 Fri Aug  6,05:53:20 2021 447449
7627 Mon Aug 16,14:53:11 2021 765739
7628 Sun Aug  8,04:14:07 2021 726698
7629 Sun Aug 22,17:34:13 2021 366080
7630 Tue Aug 10,05:43:34 2021 251396
7631 Sun Aug  1,14:01:44 2021 870747
7632 Tue Aug 17,16:46:38 2021 326999
7633 Thu Aug 12,23:44:31 2021 353109
7634 Mon Aug  2,16:41:41 2021 542591
7635 Tue Aug  3,10:37:10 2021 945701
7636 Mon Aug  9,01:56:56 2021 527567
7637 Sun Aug 15,23:35:37 2021 150553
7638 Sat Aug 14,03:46:23 2021 158797
7639 Mon Aug  2,14:10:30 2021 180580
7640 Sat Jul 31,07:33:35 2021 574762
7641 Fri Aug  6,11:26:38 2021 480166
7642 Thu Aug 12,09:36:59 2021 801492
7643 Sat Aug 21,01:18:40 2021 722808
7644 Thu Aug 19,22:15:13 2021 587267
7645 Sun Aug 22,02:12:21 2021 324336
7646 Fri Jul 30,02:31:53 2021 453696
7647 Thu Aug 12,21:35:29 2021 159514
7648 Thu Jul 29,18:44:01 2021 639948
7649 Fri Aug 13,12:28:08 2021 253330
7650 Sat Jul 31,07:32:46 2021 590185
7651 Mon Aug 16,15:45:07 2021 799844
7652 Wed Aug 11,01:55:38 2021 607503
7653 Fri Aug 20,10:16:59 2021 195976
7654 Thu Jul 29,17:58:13 2021 930751
7655 Tue Aug 17,15:30:18 2021 603402
7656 Fri Aug  6,14:29:41 2021 918311
7657 Thu Aug 12,15:02:07 2021 413091
7658 Wed Aug 18,18:07:06 2021 696573
7659 Tue Aug  3,18:18:57 2021 747795
7660 Fri Aug 13,17:19:02 2021 607557
7661 Tue Aug 10,04:50:29 2021 243517
7662 Wed Aug 18,05:30:20 2021 395407
7663 Sun Aug 15,11:25:15 2021 898913
7664 Wed Aug  4,12:05:39 2021 371432
7665 Mon Aug 16,14:42:18 2021 739823
7666 Tue Aug 10,18:36:54 2021 296602
7667 Sun Aug  8,01:18:20 2021 689844
7668 Thu Aug 12,12:07:18 2021 109237
7669 Sat Aug 14,15:57:35 2021 690693
7670 Sat Aug 14,22:26:11 2021 195726
7671 Sun Aug 22,14:09:43 2021 129132
7672 Fri Aug 20,23:23:56 2021 323571
7673 Sun Aug  8,15:10:29 2021 373746
7674 Sat Aug 21,21:42:11 2021 301258
7675 Mon Aug 16,02:07:10 2021 567385
7676 Fri Aug 13,23:23:08 2021 366842
7677 Sun Aug  8,01:31:19 2021 298926
7678 Wed Aug 11,19:42:14 2021 465667
7679 Sat Jul 31,23:37:14 2021 689940
7680 Tue Aug  3,07:14:46 2021 105424
7681 Tue Aug 10,08:08:01 2021 982489
7682 Sat Aug  7,08:03:13 2021 501934
7683 Sat Aug 14,17:34:23 2021 348021
7684 Mon Aug  9,12:37:49 2021 812235
7685 Mon Aug  9,23:32:05 2021 187610
7686 Mon Aug  9,05:01:19 2021 690587
7687 Mon Aug  2,04:53:27 2021 913761
7688 Sun Aug 15,02:20:17 2021 229108
7689 Sun Aug 22,00:59:12 2021 531496
7690 Mon Aug 16,14:19:38 2021 193706
7691 Tue Aug 17,08:03:41 2021 367838
7692 Tue Aug 17,15:01:19 2021 990624
7693 Sun Aug  1,18:44:44 2021 103707
7694 Sun Aug 15,10:07:45 2021 241552
7695 Sat Aug 21,07:45:05 2021 229228
7696 Wed Aug 18,00:15:19 2021 155831
7697 Thu Aug 12,20:42:49 2021 136390
7698 Sat Aug 14,10:27:11 2021 945249
7699 Thu Aug  5,01:29:52 2021 549419
7700 Mon Aug 16,05:32:51 2021 114280
7701 Thu Aug 19,11:45:18 2021 820202
7702 Wed Aug 11,06:45:00 2021 694100
7703 Sun Aug  8,16:01:23 2021 612279
7704 Tue Aug 10,22:06:55 2021 883396
7705 Thu Aug 19,16:38:42 2021 142583
7706 Fri Aug 13,12:12:08 2021 642331
7707 Sun Aug  1,02:33:20 2021 733102
7708 Wed Aug 11,04:05:26 2021 112657
7709 Thu Aug 12,05:07:19 2021 493218
7710 Fri Aug  6,07:45:17 2021 273763
7711 Wed Aug  4,12:03:21 2021 912897
7712 Sun Aug  1,13:30:19 2021 380923
7713 Fri Aug 13,09:17:09 2021 855875
7714 Mon Aug  9,20:21:51 2021 330573
7715 Thu Aug 19,15:47:49 2021 390202
7716 Sat Aug 21,17:16:58 2021 178320
7717 Thu Aug  5,17:25:34 2021 192380
7718 Thu Aug 12,17:12:26 2021 342956
7719 Thu Aug 19,12:50:45 2021 784700
7720 Wed Aug 11,19:30:28 2021 111598
7721 Sat Jul 31,03:21:15 2021 144658
7722 Sat Aug  7,05:02:32 2021 392491
7723 Sun Aug 22,17:19:15 2021 128977
7724 Fri Jul 30,23:15:34 2021 750356
7725 Thu Aug 12,20:33:11 2021 949712
7726 Thu Aug 12,19:59:40 2021 906493
7727 Mon Aug  9,20:01:11 2021 242427
7728 Tue Aug  3,03:15:59 2021 563851
7729 Fri Aug  6,20:40:44 2021 404131
7730 Thu Aug  5,01:27:52 2021 256002
7731 Thu Aug 12,07:06:22 2021 774189
7732 Sat Aug 14,05:20:01 2021 101120
7733 Wed Aug 11,04:23:46 2021 635312
7734 Mon Aug  9,04:34:35 2021 786461
7735 Fri Jul 30,14:30:38 2021 196474
7736 Tue Aug 17,06:58:31 2021 31334
7737 Tue Aug 10,01:17:55 2021 281570
7738 Sat Aug  7,19:04:56 2021 188068
7739 Thu Aug 12,13:53:10 2021 414541
7740 Fri Aug  6,09:32:21 2021 283245
7741 Sun Aug 22,04:34:35 2021 625202
7742 Sat Aug 21,04:52:55 2021 214152
7743 Mon Aug  9,02:53:42 2021 199228
7744 Sat Aug  7,09:29:02 2021 800590
7745 Fri Aug  6,03:58:17 2021 958242
7746 Mon Aug  9,13:59:04 2021 265931
7747 Tue Aug 17,03:13:11 2021 121176
7748 Mon Aug  2,01:02:51 2021 388817
7749 Fri Aug 13,04:56:19 2021 792219
7750 Wed Aug 11,15:48:15 2021 197016
7751 Thu Aug  5,11:53:40 2021 597148
7752 Sun Aug  8,23:45:07 2021 538627
7753 Thu Jul 29,22:14:40 2021 731371
7754 Fri Aug 20,21:25:26 2021 950379
7755 Thu Aug  5,01:30:57 2021 563477
7756 Tue Aug  3,20:04:48 2021 575177
7757 Sat Aug  7,14:37:40 2021 266476
7758 Sat Aug  7,02:13:01 2021 355715
7759 Sun Aug 15,16:28:10 2021 160959
7760 Fri Jul 30,10:06:19 2021 198096
7761 Fri Jul 30,18:15:39 2021 387677
7762 Sun Aug  8,05:36:32 2021 364010
7763 Sat Aug 14,14:10:54 2021 361670
7764 Wed Aug 11,23:47:24 2021 978820
7765 Tue Aug 17,20:58:46 2021 689038
7766 Mon Aug  2,05:55:48 2021 699883
7767 Mon Aug 16,04:10:15 2021 332794
7768 Thu Aug 19,18:44:57 2021 588586
7769 Wed Aug 11,08:09:12 2021 249300
7770 Fri Jul 30,16:15:44 2021 352344
7771 Thu Jul 29,13:01:17 2021 630438
7772 Mon Aug 16,03:30:48 2021 210388
7773 Wed Aug 11,23:38:53 2021 591160
7774 Mon Aug  2,04:46:19 2021 326796
7775 Fri Jul 30,15:51:33 2021 789672
7776 Mon Aug  2,12:30:17 2021 308201
7777 Sun Aug  8,04:31:54 2021 634742
7778 Tue Aug 10,20:47:11 2021 466972
7779 Thu Jul 29,13:18:20 2021 835364
7780 Thu Aug  5,04:56:07 2021 591484
7781 Fri Jul 30,23:48:42 2021 675203
7782 Thu Aug  5,05:46:51 2021 592074
7783 Sat Aug 14,01:09:21 2021 324469
7784 Mon Aug 16,20:08:15 2021 640958
7785 Sun Aug 15,02:09:10 2021 839570
7786 Thu Aug  5,00:55:37 2021 352120
7787 Sat Aug  7,10:07:06 2021 609159
7788 Mon Aug  2,12:57:57 2021 160686
7789 Fri Jul 30,00:35:05 2021 423082
7790 Sat Jul 31,14:46:55 2021 572471
7791 Mon Aug 16,07:00:38 2021 533256
7792 Fri Aug 20,14:21:25 2021 601200
7793 Wed Aug 11,04:16:48 2021 135865
7794 Sat Aug 14,15:51:51 2021 200360
7795 Wed Aug  4,17:29:13 2021 226662
7796 Sat Jul 31,17:44:10 2021 284362
7797 Sat Aug 14,23:11:03 2021 585517
7798 Sun Aug  8,10:28:58 2021 958008
7799 Tue Aug  3,22:04:19 2021 792423
7800 Sat Aug 14,00:17:08 2021 601754
7801 Mon Aug 16,13:57:58 2021 943908
7802 Thu Aug 12,07:48:15 2021 231033
7803 Sat Aug  7,15:33:53 2021 895437
7804 Sun Aug  1,02:57:39 2021 108700
7805 Thu Aug  5,02:16:42 2021 606152
7806 Sat Aug  7,20:18:25 2021 410859
7807 Sun Aug  1,07:09:25 2021 632365
7808 Mon Aug  2,03:43:54 2021 927225
7809 Wed Aug  4,12:41:20 2021 413228
7810 Wed Aug 18,17:41:30 2021 46521
7811 Mon Aug  2,23:34:46 2021 510925
7812 Sat Aug 21,11:46:35 2021 835918
7813 Thu Aug 12,02:54:10 2021 842162
7814 Fri Jul 30,21:15:59 2021 827642
7815 Fri Aug 13,20:58:58 2021 920141
7816 Thu Aug 19,18:52:07 2021 203345
7817 Sun Aug  1,07:36:36 2021 658470
7818 Sun Aug 22,05:05:21 2021 652880
7819 Mon Aug  2,10:06:31 2021 144866
7820 Thu Aug  5,12:53:12 2021 860397
7821 Fri Jul 30,09:57:11 2021 862008
7822 Sun Aug 15,05:29:57 2021 241185
7823 Fri Aug  6,12:37:34 2021 93963
7824 Wed Aug 18,22:32:50 2021 172912
7825 Tue Aug 17,15:40:28 2021 225665
7826 Mon Aug  2,00:42:19 2021 741717
7827 Mon Aug 16,12:53:59 2021 238144
7828 Sat Jul 31,23:49:36 2021 137009
7829 Mon Aug 16,09:42:30 2021 352003
7830 Fri Jul 30,10:02:55 2021 476881
7831 Fri Jul 30,18:19:18 2021 876391
7832 Sun Aug 22,04:47:34 2021 651082
7833 Thu Aug 19,22:55:39 2021 314813
7834 Sun Aug  1,08:56:38 2021 726396
7835 Mon Aug 16,12:08:40 2021 594673
7836 Sun Aug 15,19:53:23 2021 699660
7837 Sun Aug 22,17:28:06 2021 426663
7838 Fri Aug 20,21:41:29 2021 671563
7839 Fri Aug 20,07:24:53 2021 360050
7840 Sun Aug 15,01:53:21 2021 848534
7841 Thu Aug 19,08:27:33 2021 507292
7842 Thu Aug 12,10:00:43 2021 508911
7843 Fri Aug 20,13:03:50 2021 374873
7844 Sun Aug  8,16:17:39 2021 381041
7845 Tue Aug  3,04:18:16 2021 495675
7846 Sun Aug 15,01:13:05 2021 229492
7847 Wed Aug  4,12:40:29 2021 817675
7848 Thu Jul 29,11:46:20 2021 914210
7849 Tue Aug 10,18:33:36 2021 824529
7850 Sun Aug  8,05:23:38 2021 865495
7851 Sat Aug 21,09:13:02 2021 428812
7852 Fri Aug 13,00:28:05 2021 816924
7853 Thu Aug 12,01:02:11 2021 484864
7854 Fri Aug 20,03:54:29 2021 740447
7855 Tue Aug 17,15:49:06 2021 502000
7856 Sat Jul 31,10:38:39 2021 217788
7857 Wed Aug  4,19:00:22 2021 668335
7858 Fri Aug 13,14:34:21 2021 511442
7859 Sat Jul 31,09:42:50 2021 570526
7860 Fri Aug  6,02:05:34 2021 327864
7861 Tue Aug  3,01:50:49 2021 817061
7862 Sun Aug 15,15:07:32 2021 380965
7863 Sun Aug  1,01:26:15 2021 875043
7864 Wed Aug  4,15:12:24 2021 632480
7865 Wed Aug 18,12:21:31 2021 437212
7866 Wed Aug 11,14:34:11 2021 109885
7867 Sat Aug  7,16:21:15 2021 456050
7868 Thu Aug  5,15:22:13 2021 221573
7869 Fri Aug  6,17:16:17 2021 274977
7870 Tue Aug 10,10:19:55 2021 354582
7871 Sat Aug 14,07:45:17 2021 249791
7872 Sat Aug 14,17:47:37 2021 614185
7873 Mon Aug 16,10:27:56 2021 745095
7874 Mon Aug  2,22:42:43 2021 618694
7875 Mon Aug  9,03:48:47 2021 510789
7876 Sat Aug 14,14:15:36 2021 322760
7877 Tue Aug 17,12:02:53 2021 171674
7878 Thu Aug 12,01:03:35 2021 901299
7879 Fri Jul 30,20:29:08 2021 225029
7880 Thu Aug  5,10:26:20 2021 339888
7881 Sun Aug 15,22:03:44 2021 197545
7882 Thu Aug  5,19:36:43 2021 808933
7883 Wed Aug 11,14:31:56 2021 846735
7884 Tue Aug 10,02:18:42 2021 107045
7885 Thu Aug 19,07:22:16 2021 626375
7886 Wed Aug  4,03:22:46 2021 578715
7887 Tue Aug 10,15:45:09 2021 936110
7888 Fri Aug  6,22:08:28 2021 503697
7889 Sat Aug 14,15:58:50 2021 505175
7890 Wed Aug 18,05:39:22 2021 140241
7891 Fri Aug 20,08:15:01 2021 349489
7892 Thu Aug 12,07:37:32 2021 127989
7893 Tue Aug 10,22:07:53 2021 641847
7894 Thu Aug 19,10:10:26 2021 244177
7895 Tue Aug 10,00:08:34 2021 750477
7896 Sat Aug 21,21:48:32 2021 363857
7897 Thu Jul 29,20:19:38 2021 118256
7898 Tue Aug  3,13:03:58 2021 312970
7899 Thu Aug 12,21:44:02 2021 451330
7900 Sun Aug  1,10:47:41 2021 926620
7901 Sat Aug  7,05:47:28 2021 487540
7902 Fri Aug 20,20:10:34 2021 197739
7903 Wed Aug 18,12:46:14 2021 939810
7904 Tue Aug 10,07:40:57 2021 458560
7905 Thu Jul 29,19:34:50 2021 952644
7906 Sat Aug 14,08:46:05 2021 376803
7907 Sat Aug  7,09:10:54 2021 897645
7908 Sat Aug 14,13:38:10 2021 718746
7909 Tue Aug 17,18:14:26 2021 254278
7910 Wed Aug 18,21:12:08 2021 455679
7911 Sat Aug 14,12:22:44 2021 523828
7912 Sat Aug 21,20:06:00 2021 855883
7913 Fri Jul 30,08:28:38 2021 382068
7914 Sun Aug  8,13:13:35 2021 369355
7915 Sat Aug 21,08:10:01 2021 489031
7916 Tue Aug 17,05:55:28 2021 876535
7917 Fri Aug  6,20:20:26 2021 538816
7918 Mon Aug  9,19:58:02 2021 389180
7919 Thu Aug  5,11:56:28 2021 536514
7920 Fri Aug  6,05:29:18 2021 734868
7921 Sun Aug 15,11:52:41 2021 337769
7922 Thu Aug 19,01:49:12 2021 496526
7923 Fri Jul 30,19:03:10 2021 247606
7924 Sun Aug 15,17:03:34 2021 462829
7925 Fri Aug 13,06:06:05 2021 931785
7926 Sat Aug  7,10:47:08 2021 413779
7927 Thu Aug 12,11:55:11 2021 845763
7928 Fri Aug 20,16:50:12 2021 967905
7929 Mon Aug  2,03:20:31 2021 614695
7930 Mon Aug 16,22:14:58 2021 922868
7931 Sun Aug  8,10:05:28 2021 326723
7932 Mon Aug  2,07:00:11 2021 765198
7933 Sat Aug  7,16:14:42 2021 130151
7934 Sun Aug 15,00:59:55 2021 745282
7935 Mon Aug 16,09:42:02 2021 557602
7936 Wed Aug  4,13:41:53 2021 586026
7937 Mon Aug  9,14:06:32 2021 309448
7938 Wed Aug 18,22:52:56 2021 929215
7939 Thu Aug 12,13:58:44 2021 319906
7940 Wed Aug 11,15:46:48 2021 793744
7941 Sun Aug 22,12:53:39 2021 598835
7942 Wed Aug 18,23:12:49 2021 600520
7943 Thu Aug  5,05:51:04 2021 141052
7944 Sun Aug 15,15:09:52 2021 901960
7945 Wed Aug 11,11:34:54 2021 546209
7946 Wed Aug 18,23:19:19 2021 886759
7947 Tue Aug  3,23:19:30 2021 321464
7948 Wed Aug 11,07:14:15 2021 308723
7949 Sat Jul 31,21:00:03 2021 518619
7950 Fri Aug 20,18:07:20 2021 479561
7951 Sun Aug 22,10:23:34 2021 703255
7952 Sat Aug  7,01:20:53 2021 770925
7953 Thu Aug 12,02:25:30 2021 263996
7954 Fri Jul 30,21:35:06 2021 575413
7955 Mon Aug 16,00:26:51 2021 733471
7956 Sat Aug 21,12:09:43 2021 514300
7957 Sun Aug 15,22:12:33 2021 836439
7958 Sat Aug  7,19:49:09 2021 498627
7959 Sat Aug 21,10:05:51 2021 976855
7960 Fri Aug 13,14:18:19 2021 671263
7961 Mon Aug  9,08:24:43 2021 577363
7962 Sat Aug 21,17:19:09 2021 341065
7963 Mon Aug  9,11:29:04 2021 116678
7964 Thu Aug 12,13:00:47 2021 828387
7965 Wed Aug 11,14:45:05 2021 738334
7966 Wed Aug 18,20:19:12 2021 906051
7967 Sat Aug 21,11:52:40 2021 271383
7968 Wed Aug 11,17:37:19 2021 262955
7969 Mon Aug  9,14:58:43 2021 385544
7970 Thu Jul 29,21:44:14 2021 165211
7971 Fri Aug  6,04:02:29 2021 924014
7972 Wed Aug 18,17:51:48 2021 798402
7973 Fri Aug 20,15:47:19 2021 747754
7974 Sat Aug 21,05:09:49 2021 197238
7975 Sat Aug 14,16:50:26 2021 142779
7976 Wed Aug 18,22:55:39 2021 213427
7977 Tue Aug 10,00:08:48 2021 553971
7978 Wed Aug 18,16:11:11 2021 998254
7979 Fri Aug  6,08:15:12 2021 576953
7980 Sun Aug  8,15:38:45 2021 893171
7981 Thu Aug  5,09:30:32 2021 678092
7982 Fri Aug 20,01:35:36 2021 417182
7983 Wed Aug 18,05:05:04 2021 266738
7984 Sun Aug  1,15:47:54 2021 929303
7985 Sat Aug 21,09:00:18 2021 793322
7986 Sat Jul 31,14:11:33 2021 343696
7987 Tue Aug 10,06:23:15 2021 817258
7988 Sat Aug 21,11:57:23 2021 668231
7989 Fri Aug 20,23:04:04 2021 178571
7990 Thu Aug 12,05:19:12 2021 22028
7991 Sun Aug  8,04:05:58 2021 482974
7992 Thu Aug 12,20:01:33 2021 773626
7993 Mon Aug  2,09:44:10 2021 710127
7994 Mon Aug 16,00:36:32 2021 390074
7995 Sat Jul 31,18:27:17 2021 801864
7996 Sun Aug 22,18:27:24 2021 121550
7997 Tue Aug 10,22:06:35 2021 918503
7998 Tue Aug  3,18:36:42 2021 797276
7999 Thu Aug 19,12:24:40 2021 973174
8000 Sat Jul 31,14:47:38 2021 369739
