Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
8401,Wed Aug 18 07:49:45 2021,6581814,car,2,4390,PC983A913,8401 Wed Aug 18,07:49:45 2021 658181
8402,Sun Aug  8 06:00:04 2021,2154383,car,2,4975,PC818101A,8402 Sun Aug  8,06:00:04 2021 215438
8403,Tue Aug 10 21:17:10 2021,5071918,car,2,4085,PC6150735,8403 Tue Aug 10,21:17:10 2021 507191
8404,Sun Aug  1 21:35:29 2021,6400126,car,2,4151,PC0AB2B55,8404 Sun Aug  1,21:35:29 2021 640012
8405,Sun Aug  1 23:44:30 2021,7868537,truck,4,4101,PCCC8F243,8405 Sun Aug  1,23:44:30 2021 786853
8406,Sun Aug 22 17:07:08 2021,7372483,car,2,4932,PC46C4A27,8406 Sun Aug 22,17:07:08 2021 737248
8407,Sat Aug 14 07:29:37 2021,5820590,car,2,4120,PC6700C62,8407 Sat Aug 14,07:29:37 2021 582059
8408,Thu Aug  5 06:27:01 2021,4185310,car,2,4541,PCC6A4CD8,8408 Thu Aug  5,06:27:01 2021 418531
8409,Tue Aug 17 08:58:31 2021,5507905,car,2,4052,PC25E70B7,8409 Tue Aug 17,08:58:31 2021 550790
8410,Fri Aug  6 23:20:56 2021,2356221,car,2,4906,PC3D58C5E,8410 Fri Aug  6,23:20:56 2021 235622
8411,Tue Aug  3 02:49:04 2021,3924783,truck,4,4207,PC76EDF79,8411 Tue Aug  3,02:49:04 2021 392478
8412,Sat Aug 21 13:16:17 2021,6833234,truck,4,4624,PCDF73A3C,8412 Sat Aug 21,13:16:17 2021 683323
8413,Mon Aug  9 15:34:44 2021,230476,van,2,4474,PCFEAE55E,8413 Mon Aug  9,15:34:44 2021 230476
8414,Sat Jul 31 02:47:18 2021,4562644,truck,4,4845,PCEEC0DB3,8414 Sat Jul 31,02:47:18 2021 456264
8415,Wed Aug 11 11:26:50 2021,4063284,truck,4,4453,PC5EC8DF5,8415 Wed Aug 11,11:26:50 2021 406328
8416,Sat Jul 31 06:43:54 2021,8318845,car,2,4623,PCAA67227,8416 Sat Jul 31,06:43:54 2021 831884
8417,Sun Aug  1 07:30:31 2021,7797951,car,2,4656,PC63844BC,8417 Sun Aug  1,07:30:31 2021 779795
8418,Tue Aug  3 20:07:45 2021,2718597,car,2,4805,PC1A161AA,8418 Tue Aug  3,20:07:45 2021 271859
8419,Sat Aug 14 12:51:12 2021,8986329,car,2,4192,PC74F6341,8419 Sat Aug 14,12:51:12 2021 898632
8420,Fri Jul 30 05:23:52 2021,9640321,truck,4,4047,PC6D105CF,8420 Fri Jul 30,05:23:52 2021 964032
8421,Thu Aug  5 16:17:12 2021,7963268,car,2,4903,PCC3BCE65,8421 Thu Aug  5,16:17:12 2021 796326
8422,Sat Jul 31 08:12:05 2021,8352111,car,2,4321,PC591BDF7,8422 Sat Jul 31,08:12:05 2021 835211
8423,Sun Aug  8 13:26:16 2021,2219293,car,2,4567,PC2C5C1F3,8423 Sun Aug  8,13:26:16 2021 221929
8424,Tue Aug 10 11:28:06 2021,8346782,truck,4,4624,PCDF73A3C,8424 Tue Aug 10,11:28:06 2021 834678
8425,Sun Aug  8 06:39:31 2021,2225982,truck,4,4372,PC1E0F3B6,8425 Sun Aug  8,06:39:31 2021 222598
8426,Wed Aug 18 12:36:02 2021,9236522,van,2,4173,PC0EB640E,8426 Wed Aug 18,12:36:02 2021 923652
8427,Sat Jul 31 06:28:16 2021,9191707,car,2,4155,PC9042B3F,8427 Sat Jul 31,06:28:16 2021 919170
8428,Mon Aug  9 17:46:51 2021,4044411,truck,4,4221,PC90AAFDA,8428 Mon Aug  9,17:46:51 2021 404441
8429,Sun Aug  8 20:58:07 2021,7605886,car,2,4290,PC84E8CEF,8429 Sun Aug  8,20:58:07 2021 760588
8430,Sat Aug 14 02:04:13 2021,6517851,van,2,4559,PC93AAEC9,8430 Sat Aug 14,02:04:13 2021 651785
8431,Mon Aug 16 18:00:32 2021,2389461,car,2,4860,PCF4A2DA9,8431 Mon Aug 16,18:00:32 2021 238946
8432,Fri Jul 30 13:22:47 2021,1550317,truck,4,4956,PCB7040B7,8432 Fri Jul 30,13:22:47 2021 155031
8433,Tue Aug 10 22:15:49 2021,9849990,truck,4,4106,PC9764C98,8433 Tue Aug 10,22:15:49 2021 984999
8434,Sat Aug 14 01:36:45 2021,4582806,car,2,4336,PCD30AB50,8434 Sat Aug 14,01:36:45 2021 458280
8435,Thu Aug  5 21:18:35 2021,4135891,truck,4,4958,PC8A8976A,8435 Thu Aug  5,21:18:35 2021 413589
8436,Sat Aug 14 14:21:34 2021,2154997,car,2,4080,PCBE7E15B,8436 Sat Aug 14,14:21:34 2021 215499
8437,Mon Aug 16 17:58:21 2021,4960975,car,2,4185,PC7F5C566,8437 Mon Aug 16,17:58:21 2021 496097
8438,Mon Aug 16 12:29:52 2021,230223,truck,4,4023,PC77793DF,8438 Mon Aug 16,12:29:52 2021 230223
8439,Thu Aug 12 20:53:14 2021,9624930,van,2,4269,PCC7106FF,8439 Thu Aug 12,20:53:14 2021 962493
8440,Sat Aug 14 22:44:10 2021,3538985,car,2,4400,PC3BD7D63,8440 Sat Aug 14,22:44:10 2021 353898
8441,Thu Aug 12 09:38:38 2021,950130,car,2,4687,PC52E7369,8441 Thu Aug 12,09:38:38 2021 950130
8442,Sun Aug 22 02:51:44 2021,1356196,car,2,4319,PCAD79413,8442 Sun Aug 22,02:51:44 2021 135619
8443,Sat Jul 31 05:42:50 2021,7376951,car,2,4516,PCF7F25B7,8443 Sat Jul 31,05:42:50 2021 737695
8444,Fri Aug 13 03:03:31 2021,6885677,truck,4,4371,PC7E22FD8,8444 Fri Aug 13,03:03:31 2021 688567
8445,Sat Jul 31 18:53:25 2021,3142673,car,2,4143,PC5F47DCF,8445 Sat Jul 31,18:53:25 2021 314267
8446,Thu Aug 12 16:00:07 2021,2996023,car,2,4042,PC5D4DE09,8446 Thu Aug 12,16:00:07 2021 299602
8447,Thu Aug 19 04:06:00 2021,960832,car,2,4318,PCAD89FE3,8447 Thu Aug 19,04:06:00 2021 960832
8448,Sun Aug  8 16:47:19 2021,3151565,car,2,4953,PC1E2B07E,8448 Sun Aug  8,16:47:19 2021 315156
8449,Mon Aug 16 22:52:55 2021,296161,car,2,4821,PC67D349A,8449 Mon Aug 16,22:52:55 2021 296161
8450,Mon Aug 16 03:48:17 2021,4251894,car,2,4675,PCE49911B,8450 Mon Aug 16,03:48:17 2021 425189
8451,Tue Aug  3 16:28:18 2021,2357502,car,2,4559,PC93AAEC9,8451 Tue Aug  3,16:28:18 2021 235750
8452,Wed Aug 11 01:27:47 2021,6595185,car,2,4748,PCF2ECD29,8452 Wed Aug 11,01:27:47 2021 659518
8453,Fri Jul 30 17:55:47 2021,3137683,car,2,4410,PC6EFC03B,8453 Fri Jul 30,17:55:47 2021 313768
8454,Thu Aug 19 13:24:31 2021,7955597,car,2,4381,PC9DD9DCD,8454 Thu Aug 19,13:24:31 2021 795559
8455,Mon Aug  9 05:23:30 2021,9649067,car,2,4257,PC1AB9C93,8455 Mon Aug  9,05:23:30 2021 964906
8456,Mon Aug  2 20:53:33 2021,9650170,truck,4,4853,PC214FB8E,8456 Mon Aug  2,20:53:33 2021 965017
8457,Thu Aug  5 04:56:56 2021,2210444,car,2,4013,PCE5BA2CE,8457 Thu Aug  5,04:56:56 2021 221044
8458,Tue Aug 10 03:00:39 2021,871948,truck,4,4668,PCBB055C6,8458 Tue Aug 10,03:00:39 2021 871948
8459,Wed Aug 11 23:23:48 2021,3072600,car,2,4857,PC59F4E22,8459 Wed Aug 11,23:23:48 2021 307260
8460,Thu Aug  5 21:08:04 2021,151206,car,2,4282,PCCE002E5,8460 Thu Aug  5,21:08:04 2021 151206
8461,Wed Aug 18 09:01:23 2021,938735,truck,4,4672,PC03AE86F,8461 Wed Aug 18,09:01:23 2021 938735
8462,Fri Jul 30 14:33:19 2021,4054191,car,2,4694,PCBCF42C2,8462 Fri Jul 30,14:33:19 2021 405419
8463,Sat Aug 21 02:05:45 2021,7219687,truck,4,4050,PC822E359,8463 Sat Aug 21,02:05:45 2021 721968
8464,Sat Jul 31 11:20:58 2021,2607963,truck,4,4126,PC74CE451,8464 Sat Jul 31,11:20:58 2021 260796
8465,Sun Aug  8 23:44:56 2021,2130560,car,2,4024,PC91E3A87,8465 Sun Aug  8,23:44:56 2021 213056
8466,Mon Aug  9 04:25:10 2021,8329033,truck,4,4183,PCF5E7754,8466 Mon Aug  9,04:25:10 2021 832903
8467,Sun Aug  1 06:39:54 2021,1840148,car,2,4212,PC422A6D1,8467 Sun Aug  1,06:39:54 2021 184014
8468,Thu Aug 12 03:34:15 2021,7399926,car,2,4585,PCF3AE602,8468 Thu Aug 12,03:34:15 2021 739992
8469,Mon Aug 16 10:30:25 2021,7749812,van,2,4347,PC3EC1FDF,8469 Mon Aug 16,10:30:25 2021 774981
8470,Sun Aug 22 04:41:42 2021,5006132,van,2,4726,PCF6540C0,8470 Sun Aug 22,04:41:42 2021 500613
8471,Tue Aug 17 15:31:20 2021,8464535,car,2,4777,PCB1132AC,8471 Tue Aug 17,15:31:20 2021 846453
8472,Mon Aug  9 07:25:16 2021,2610238,car,2,4800,PCA4DF48A,8472 Mon Aug  9,07:25:16 2021 261023
8473,Mon Aug  9 21:01:40 2021,6153649,car,2,4942,PCD51A740,8473 Mon Aug  9,21:01:40 2021 615364
8474,Tue Aug 17 11:21:08 2021,1543287,car,2,4737,PCED7EAFE,8474 Tue Aug 17,11:21:08 2021 154328
8475,Sun Aug  1 21:24:11 2021,2063253,car,2,4443,PCC139BD8,8475 Sun Aug  1,21:24:11 2021 206325
8476,Sun Aug  1 10:44:59 2021,1061295,car,2,4880,PC5A27CDE,8476 Sun Aug  1,10:44:59 2021 106129
8477,Fri Aug  6 11:53:05 2021,2527358,truck,4,4255,PCB7E7138,8477 Fri Aug  6,11:53:05 2021 252735
8478,Sun Aug  8 15:44:34 2021,9185590,car,2,4757,PC126524C,8478 Sun Aug  8,15:44:34 2021 918559
8479,Mon Aug  2 00:57:48 2021,9277316,van,2,4176,PC11E9595,8479 Mon Aug  2,00:57:48 2021 927731
8480,Mon Aug  2 20:24:02 2021,9142056,car,2,4828,PCF712D1A,8480 Mon Aug  2,20:24:02 2021 914205
8481,Thu Aug  5 09:02:54 2021,2476630,van,2,4377,PC4AC8EAD,8481 Thu Aug  5,09:02:54 2021 247663
8482,Tue Aug  3 16:40:29 2021,4799875,truck,4,4018,PCCB2657A,8482 Tue Aug  3,16:40:29 2021 479987
8483,Sun Aug  8 11:12:22 2021,5215838,car,2,4868,PC647292C,8483 Sun Aug  8,11:12:22 2021 521583
8484,Sun Aug 15 17:16:12 2021,482573,car,2,4638,PCB7AC8AA,8484 Sun Aug 15,17:16:12 2021 482573
8485,Fri Aug 20 23:07:15 2021,5941477,car,2,4298,PC3E474F6,8485 Fri Aug 20,23:07:15 2021 594147
8486,Mon Aug  2 00:13:39 2021,8050522,truck,4,4356,PCF1979AE,8486 Mon Aug  2,00:13:39 2021 805052
8487,Wed Aug 18 18:55:16 2021,9769488,van,2,4759,PC4A6C6D9,8487 Wed Aug 18,18:55:16 2021 976948
8488,Sat Jul 31 10:36:02 2021,9980303,car,2,4869,PCF775FA6,8488 Sat Jul 31,10:36:02 2021 998030
8489,Fri Aug 13 22:41:17 2021,830236,truck,4,5000,PCFE7F7FE,8489 Fri Aug 13,22:41:17 2021 830236
8490,Wed Aug 11 05:40:52 2021,9411278,car,2,4926,PCCBCFEDE,8490 Wed Aug 11,05:40:52 2021 941127
8491,Wed Aug 11 03:53:07 2021,4341836,van,2,4893,PC3743587,8491 Wed Aug 11,03:53:07 2021 434183
8492,Sat Aug 14 20:25:15 2021,9581496,car,2,4150,PCC8441A8,8492 Sat Aug 14,20:25:15 2021 958149
8493,Sun Aug  8 16:09:21 2021,4171166,car,2,4297,PCDE89544,8493 Sun Aug  8,16:09:21 2021 417116
8494,Mon Aug  9 21:05:12 2021,1025866,car,2,4774,PCEBE834B,8494 Mon Aug  9,21:05:12 2021 102586
8495,Sun Aug  1 12:16:41 2021,3053925,car,2,4966,PC4E6422C,8495 Sun Aug  1,12:16:41 2021 305392
8496,Tue Aug 10 17:18:12 2021,9071474,car,2,4237,PC51D1059,8496 Tue Aug 10,17:18:12 2021 907147
8497,Sun Aug  1 04:57:07 2021,8536396,truck,4,4648,PC576AD85,8497 Sun Aug  1,04:57:07 2021 853639
8498,Thu Aug 12 15:06:22 2021,4424227,car,2,4417,PC208F9BB,8498 Thu Aug 12,15:06:22 2021 442422
8499,Tue Aug 17 14:44:16 2021,1510463,van,2,4632,PCC1FFE5B,8499 Tue Aug 17,14:44:16 2021 151046
8500,Thu Aug 19 02:02:43 2021,1597203,car,2,4612,PC871C1FC,8500 Thu Aug 19,02:02:43 2021 159720
8501,Tue Aug 10 16:43:26 2021,8541712,car,2,4533,PC8DA1D3B,8501 Tue Aug 10,16:43:26 2021 854171
8502,Sat Aug  7 02:02:08 2021,6461855,truck,4,4591,PCC9875AC,8502 Sat Aug  7,02:02:08 2021 646185
8503,Sun Aug  1 00:44:34 2021,8177959,car,2,4343,PC0F6325D,8503 Sun Aug  1,00:44:34 2021 817795
8504,Fri Aug 20 11:09:54 2021,1540962,car,2,4050,PC822E359,8504 Fri Aug 20,11:09:54 2021 154096
8505,Mon Aug  9 11:02:13 2021,4382548,car,2,4340,PC3A6DBC9,8505 Mon Aug  9,11:02:13 2021 438254
8506,Sun Aug 22 13:13:15 2021,5705632,truck,4,4543,PC74F5EBA,8506 Sun Aug 22,13:13:15 2021 570563
8507,Sun Aug  8 21:57:36 2021,343809,car,2,4430,PC52EA95D,8507 Sun Aug  8,21:57:36 2021 343809
8508,Wed Aug 18 05:41:57 2021,4951088,truck,4,4526,PCCB07C68,8508 Wed Aug 18,05:41:57 2021 495108
8509,Wed Aug 18 03:14:03 2021,1608282,van,2,4880,PC5A27CDE,8509 Wed Aug 18,03:14:03 2021 160828
8510,Mon Aug 16 23:08:36 2021,223180,truck,4,4640,PCC993FB3,8510 Mon Aug 16,23:08:36 2021 223180
8511,Wed Aug 11 06:30:22 2021,5758325,car,2,4187,PCF8D98DC,8511 Wed Aug 11,06:30:22 2021 575832
8512,Mon Aug  9 03:12:59 2021,2909311,truck,4,4602,PC0D3474E,8512 Mon Aug  9,03:12:59 2021 290931
8513,Tue Aug 17 09:46:24 2021,8681880,car,2,4144,PCAC7E4C1,8513 Tue Aug 17,09:46:24 2021 868188
8514,Fri Jul 30 13:59:28 2021,9188062,van,2,4847,PCD546332,8514 Fri Jul 30,13:59:28 2021 918806
8515,Tue Aug 17 10:55:12 2021,9075719,car,2,4646,PC3F8C42B,8515 Tue Aug 17,10:55:12 2021 907571
8516,Thu Aug 12 21:50:29 2021,4650221,car,2,4354,PC0671DD4,8516 Thu Aug 12,21:50:29 2021 465022
8517,Sun Aug 22 02:36:07 2021,9469552,car,2,4025,PC5ABB8E4,8517 Sun Aug 22,02:36:07 2021 946955
8518,Fri Aug 13 12:29:13 2021,4182862,car,2,4550,PC21A1833,8518 Fri Aug 13,12:29:13 2021 418286
8519,Sun Aug  8 06:08:03 2021,9521366,car,2,4779,PCC8FE9C6,8519 Sun Aug  8,06:08:03 2021 952136
8520,Thu Aug 12 03:41:49 2021,5779104,truck,4,4543,PC74F5EBA,8520 Thu Aug 12,03:41:49 2021 577910
8521,Sun Aug  1 17:05:13 2021,7545697,car,2,4685,PC5D33C18,8521 Sun Aug  1,17:05:13 2021 754569
8522,Tue Aug 17 00:42:27 2021,9872714,car,2,4900,PCFE8B604,8522 Tue Aug 17,00:42:27 2021 987271
8523,Fri Aug 13 12:50:29 2021,7635215,car,2,4736,PC6A65941,8523 Fri Aug 13,12:50:29 2021 763521
8524,Sun Aug  8 18:55:48 2021,8673351,van,2,4969,PCBBB9730,8524 Sun Aug  8,18:55:48 2021 867335
8525,Tue Aug 17 02:09:29 2021,1943194,truck,4,4058,PC3415EA4,8525 Tue Aug 17,02:09:29 2021 194319
8526,Fri Aug  6 16:15:55 2021,1516019,car,2,4712,PC94168A2,8526 Fri Aug  6,16:15:55 2021 151601
8527,Fri Jul 30 12:53:08 2021,9356107,van,2,4765,PC795A0A3,8527 Fri Jul 30,12:53:08 2021 935610
8528,Mon Aug 16 17:28:10 2021,9166150,car,2,4078,PC8473A64,8528 Mon Aug 16,17:28:10 2021 916615
8529,Mon Aug  2 07:55:57 2021,8233790,truck,4,4035,PC1B1D964,8529 Mon Aug  2,07:55:57 2021 823379
8530,Mon Aug  2 22:59:06 2021,1546130,truck,4,4359,PCB27CFF1,8530 Mon Aug  2,22:59:06 2021 154613
8531,Mon Aug  9 16:59:12 2021,9644904,car,2,4675,PCE49911B,8531 Mon Aug  9,16:59:12 2021 964490
8532,Fri Aug 13 02:41:15 2021,733962,truck,4,4485,PC99A12E9,8532 Fri Aug 13,02:41:15 2021 733962
8533,Wed Aug 18 11:55:11 2021,7437723,truck,4,4776,PC6906524,8533 Wed Aug 18,11:55:11 2021 743772
8534,Thu Aug  5 12:23:46 2021,6139856,truck,4,4336,PCD30AB50,8534 Thu Aug  5,12:23:46 2021 613985
8535,Mon Aug  9 11:27:44 2021,8354816,car,2,4733,PC797AEBF,8535 Mon Aug  9,11:27:44 2021 835481
8536,Thu Aug 19 13:05:55 2021,3217203,van,2,4263,PCD6DBA1D,8536 Thu Aug 19,13:05:55 2021 321720
8537,Mon Aug  2 14:30:59 2021,2587163,truck,4,4021,PC851E565,8537 Mon Aug  2,14:30:59 2021 258716
8538,Thu Aug 19 23:16:32 2021,8228837,car,2,4892,PC7AA5B2F,8538 Thu Aug 19,23:16:32 2021 822883
8539,Sun Aug  1 23:00:02 2021,4082579,car,2,4297,PCDE89544,8539 Sun Aug  1,23:00:02 2021 408257
8540,Thu Aug 12 07:41:51 2021,5998048,truck,4,4881,PCDE20E6F,8540 Thu Aug 12,07:41:51 2021 599804
8541,Sat Aug 14 03:12:25 2021,2575618,car,2,5009,PC70886EC,8541 Sat Aug 14,03:12:25 2021 257561
8542,Sun Aug  8 08:03:15 2021,7955318,car,2,4513,PC52F533C,8542 Sun Aug  8,08:03:15 2021 795531
8543,Thu Jul 29 13:30:47 2021,4716858,truck,4,4719,PCBD66B01,8543 Thu Jul 29,13:30:47 2021 471685
8544,Mon Aug 16 07:10:35 2021,5068531,truck,4,4301,PC540E129,8544 Mon Aug 16,07:10:35 2021 506853
8545,Sat Aug 21 06:59:57 2021,5412124,truck,4,4906,PC3D58C5E,8545 Sat Aug 21,06:59:57 2021 541212
8546,Mon Aug 16 16:30:11 2021,1481380,truck,4,4878,PC08F56A1,8546 Mon Aug 16,16:30:11 2021 148138
8547,Sat Aug 21 04:18:29 2021,1958577,car,2,4129,PCA6127FF,8547 Sat Aug 21,04:18:29 2021 195857
8548,Wed Aug  4 01:44:51 2021,6388344,car,2,4700,PC14E538A,8548 Wed Aug  4,01:44:51 2021 638834
8549,Tue Aug 10 10:01:09 2021,8882736,car,2,4573,PC4D8469D,8549 Tue Aug 10,10:01:09 2021 888273
8550,Sun Aug 15 18:56:51 2021,6813790,car,2,4709,PCC8C7059,8550 Sun Aug 15,18:56:51 2021 681379
8551,Mon Aug  2 23:10:09 2021,8187469,van,2,4227,PCD8346A6,8551 Mon Aug  2,23:10:09 2021 818746
8552,Tue Aug 17 00:48:07 2021,2603976,car,2,4163,PC95B4E03,8552 Tue Aug 17,00:48:07 2021 260397
8553,Wed Aug  4 21:26:40 2021,6370336,car,2,4394,PCD3A817A,8553 Wed Aug  4,21:26:40 2021 637033
8554,Fri Aug 20 20:01:17 2021,2344517,car,2,4233,PC57279D0,8554 Fri Aug 20,20:01:17 2021 234451
8555,Sun Aug 22 11:24:54 2021,7016070,car,2,4921,PCA70760B,8555 Sun Aug 22,11:24:54 2021 701607
8556,Mon Aug  2 08:21:14 2021,6353620,car,2,4553,PC1D57D7F,8556 Mon Aug  2,08:21:14 2021 635362
8557,Mon Aug 16 07:58:53 2021,9181059,truck,4,4598,PC5526A36,8557 Mon Aug 16,07:58:53 2021 918105
8558,Thu Aug  5 16:41:26 2021,6485957,car,2,4940,PC8AB18BE,8558 Thu Aug  5,16:41:26 2021 648595
8559,Mon Aug 16 07:31:21 2021,4203541,car,2,4046,PCAC345FD,8559 Mon Aug 16,07:31:21 2021 420354
8560,Sun Aug 15 11:48:17 2021,8194871,car,2,4772,PC7368097,8560 Sun Aug 15,11:48:17 2021 819487
8561,Wed Aug  4 20:48:33 2021,1405197,car,2,4889,PC3547FAD,8561 Wed Aug  4,20:48:33 2021 140519
8562,Tue Aug 17 13:50:39 2021,9756792,truck,4,4242,PCECC4DE2,8562 Tue Aug 17,13:50:39 2021 975679
8563,Wed Aug 18 01:08:20 2021,89608,car,2,4704,PC47FBB07,8563 Wed Aug 18,01:08:20 2021 89608
8564,Tue Aug  3 23:41:16 2021,517758,car,2,4196,PC4B8A835,8564 Tue Aug  3,23:41:16 2021 517758
8565,Mon Aug  9 06:25:55 2021,5739366,van,2,4357,PC434FA62,8565 Mon Aug  9,06:25:55 2021 573936
8566,Sat Aug 14 12:05:34 2021,2461595,truck,4,4030,PCA8A9AA8,8566 Sat Aug 14,12:05:34 2021 246159
8567,Sun Aug 15 13:32:24 2021,1358313,car,2,4516,PCF7F25B7,8567 Sun Aug 15,13:32:24 2021 135831
8568,Tue Aug 10 18:15:30 2021,3556803,car,2,4616,PCE6675F9,8568 Tue Aug 10,18:15:30 2021 355680
8569,Sun Aug 22 06:32:55 2021,5740225,car,2,4594,PC59414DA,8569 Sun Aug 22,06:32:55 2021 574022
8570,Sat Jul 31 05:35:13 2021,4696898,car,2,4529,PC3FAA264,8570 Sat Jul 31,05:35:13 2021 469689
8571,Fri Aug 13 02:12:39 2021,7090716,car,2,4426,PCC0E943C,8571 Fri Aug 13,02:12:39 2021 709071
8572,Tue Aug  3 07:06:58 2021,7413479,truck,4,4890,PCAFC8A56,8572 Tue Aug  3,07:06:58 2021 741347
8573,Sun Aug 22 14:02:33 2021,6998240,car,2,4465,PCA227C6B,8573 Sun Aug 22,14:02:33 2021 699824
8574,Thu Aug  5 02:52:39 2021,8910631,car,2,4748,PCF2ECD29,8574 Thu Aug  5,02:52:39 2021 891063
8575,Sun Aug  1 06:32:09 2021,8877743,car,2,4317,PC0DC6CAB,8575 Sun Aug  1,06:32:09 2021 887774
8576,Sun Aug  8 07:29:06 2021,7245885,van,2,4499,PC1EEDA04,8576 Sun Aug  8,07:29:06 2021 724588
8577,Fri Aug  6 19:40:18 2021,1333698,car,2,4439,PC845CEA6,8577 Fri Aug  6,19:40:18 2021 133369
8578,Thu Aug  5 03:10:16 2021,7532593,car,2,4556,PC18C31F6,8578 Thu Aug  5,03:10:16 2021 753259
8579,Wed Aug 18 05:10:26 2021,8459938,car,2,4164,PC578D797,8579 Wed Aug 18,05:10:26 2021 845993
8580,Fri Aug  6 03:52:01 2021,5783272,car,2,4344,PC417B8DF,8580 Fri Aug  6,03:52:01 2021 578327
8581,Fri Aug 13 23:13:37 2021,5261889,truck,4,4822,PCD1EB220,8581 Fri Aug 13,23:13:37 2021 526188
8582,Sat Aug 14 10:06:23 2021,695279,car,2,4435,PC3E78C17,8582 Sat Aug 14,10:06:23 2021 695279
8583,Sat Aug 21 00:57:11 2021,2804715,car,2,4757,PC126524C,8583 Sat Aug 21,00:57:11 2021 280471
8584,Mon Aug  9 10:57:02 2021,7858541,truck,4,4658,PC1A58039,8584 Mon Aug  9,10:57:02 2021 785854
8585,Sun Aug 15 07:55:34 2021,529430,truck,4,4403,PCCAFA3BB,8585 Sun Aug 15,07:55:34 2021 529430
8586,Wed Aug  4 02:28:06 2021,8034133,van,2,4885,PC5083F35,8586 Wed Aug  4,02:28:06 2021 803413
8587,Sat Aug 14 12:42:07 2021,4738595,van,2,4904,PC36C6441,8587 Sat Aug 14,12:42:07 2021 473859
8588,Sat Aug 21 10:27:16 2021,326146,car,2,4160,PC6DC0ACF,8588 Sat Aug 21,10:27:16 2021 326146
8589,Tue Aug  3 01:18:31 2021,7125521,car,2,4883,PCB325DCD,8589 Tue Aug  3,01:18:31 2021 712552
8590,Fri Aug 13 18:49:41 2021,9735073,truck,4,4656,PC63844BC,8590 Fri Aug 13,18:49:41 2021 973507
8591,Wed Aug 11 07:58:47 2021,2240976,truck,4,4541,PCC6A4CD8,8591 Wed Aug 11,07:58:47 2021 224097
8592,Thu Aug  5 13:51:01 2021,8389189,car,2,4505,PCEF64195,8592 Thu Aug  5,13:51:01 2021 838918
8593,Tue Aug  3 06:13:09 2021,2497392,car,2,4130,PC9F22103,8593 Tue Aug  3,06:13:09 2021 249739
8594,Fri Jul 30 18:19:03 2021,9217376,car,2,4513,PC52F533C,8594 Fri Jul 30,18:19:03 2021 921737
8595,Wed Aug  4 14:43:10 2021,5166854,car,2,4541,PCC6A4CD8,8595 Wed Aug  4,14:43:10 2021 516685
8596,Thu Aug 12 00:27:31 2021,3589109,truck,4,4443,PCC139BD8,8596 Thu Aug 12,00:27:31 2021 358910
8597,Sun Aug 15 01:31:18 2021,2672490,truck,4,4827,PC7D68CD9,8597 Sun Aug 15,01:31:18 2021 267249
8598,Tue Aug 17 01:34:21 2021,746416,car,2,4183,PCF5E7754,8598 Tue Aug 17,01:34:21 2021 746416
8599,Thu Aug 19 14:20:58 2021,5118799,car,2,4859,PC685B3B1,8599 Thu Aug 19,14:20:58 2021 511879
8600,Mon Aug  2 22:53:06 2021,4764871,truck,4,4490,PC89C1789,8600 Mon Aug  2,22:53:06 2021 476487
8601,Mon Aug  2 23:02:31 2021,5184229,car,2,4502,PCB2CC82C,8601 Mon Aug  2,23:02:31 2021 518422
8602,Sun Aug 22 05:29:53 2021,375626,van,2,4234,PC5EBC1E1,8602 Sun Aug 22,05:29:53 2021 375626
8603,Thu Jul 29 14:07:42 2021,8260595,car,2,4482,PCB6A16D7,8603 Thu Jul 29,14:07:42 2021 826059
8604,Fri Aug 13 13:24:05 2021,1320317,car,2,4047,PC6D105CF,8604 Fri Aug 13,13:24:05 2021 132031
8605,Thu Aug 12 05:47:32 2021,7799178,car,2,4380,PC905B5D4,8605 Thu Aug 12,05:47:32 2021 779917
8606,Thu Aug  5 00:15:25 2021,1941060,truck,4,4596,PC6558A56,8606 Thu Aug  5,00:15:25 2021 194106
8607,Fri Aug  6 18:15:12 2021,1375608,van,2,4421,PCED2DB6F,8607 Fri Aug  6,18:15:12 2021 137560
8608,Fri Aug 20 10:41:07 2021,5248927,truck,4,4997,PC8111910,8608 Fri Aug 20,10:41:07 2021 524892
8609,Sun Aug  1 10:16:15 2021,8522490,truck,4,4362,PC670999C,8609 Sun Aug  1,10:16:15 2021 852249
8610,Fri Aug 13 18:27:51 2021,8149164,car,2,4759,PC4A6C6D9,8610 Fri Aug 13,18:27:51 2021 814916
8611,Thu Jul 29 23:56:37 2021,6810506,car,2,4349,PC5AB6779,8611 Thu Jul 29,23:56:37 2021 681050
8612,Sun Aug 22 11:34:44 2021,8572774,car,2,4796,PCEBEEE05,8612 Sun Aug 22,11:34:44 2021 857277
8613,Sat Jul 31 20:20:29 2021,6909466,car,2,4444,PC4D84BFC,8613 Sat Jul 31,20:20:29 2021 690946
8614,Tue Aug 10 21:19:55 2021,394608,truck,4,4548,PC4486317,8614 Tue Aug 10,21:19:55 2021 394608
8615,Fri Aug 13 15:43:02 2021,3681495,car,2,4602,PC0D3474E,8615 Fri Aug 13,15:43:02 2021 368149
8616,Tue Aug 10 22:17:17 2021,1166100,car,2,4604,PC0553E32,8616 Tue Aug 10,22:17:17 2021 116610
